product_code,category,title,description,airline,airline_logo,departure_days,duration,price,master_code,product_no,list_url
APP7330,패키지 > 서울/인천출발 > 동남아,[헤난특집_5성 알로나비치 or 프리미어 코스트] 보홀 4일/5일 #노쇼핑/자유시간,"알로나비치 앞 특급리조트 헤난 알로나비치 또는 프리미어코스트 투숙, 노쇼핑, 전신마사지1회, 1DAY 자유시간, 특식 2회제공",에어부산 외 3개,/images/air_logo/air_BX01.gif,매일 출발,여행기간 4일 부터,"609,000",APP7330,APP7330-250324LJ,https://www.verygoodtour.com/Product/PackageList?menuCode=101150603
APP4652,패키지 > 서울/인천출발 > 동남아,[선착순 특별할인 이벤트] [5성 헤난 특집_타왈라or알로나비치or프리미어코스트] 보홀 4/5일 #자유시간 #슬림패키지,"보홀 최고의 특급리조트 헤난 타왈라, 알로나비치, 프리미어코스트 투숙, 특식1회 제공, 시내관광, 자유일정포함",제주항공 외 3개,/images/air_logo/air_7C01.gif,매일 출발,여행기간 4일 부터,"649,000",APP4652,APP4652-2502287C,https://www.verygoodtour.com/Product/PackageList?menuCode=101150603
APP4331,패키지 > 서울/인천출발 > 동남아,[4성_돌핀베이 리조트] 보홀 5일 #호핑투어+데이투어 #전신마사지,"2023년도 신규 오픈 돌핀베이 리조트 투숙, 버진아일랜드호핑투어 ($80상당), 보홀데이투어 ($60상당)",제주항공 외 3개,/images/air_logo/air_7C01.gif,매일 출발,여행기간 5일,"459,000",APP4331,APP4331-250304LJ,https://www.verygoodtour.com/Product/PackageList?menuCode=101150603
APP7770,패키지 > 서울/인천출발 > 동남아,[4성 보홀쇼어 리조트_$110상당 옵션포함] 보홀 4일/5일 #아일랜드호핑투어 #리조트석식/전신마사지포함,"한적하고 넓은 뷰 보홀쇼어 리조트 투숙, 호핑투어, 전신마사지포함, 특식4회, 여유있는 자유시간 포함",에어부산 외 3개,/images/air_logo/air_BX01.gif,매일 출발,여행기간 4일 부터,"369,000",APP7770,APP7770-250304LJ,https://www.verygoodtour.com/Product/PackageList?menuCode=101150603
APP4771,패키지 > 서울/인천출발 > 동남아,[5성 헤난 타왈라리조트] 보홀 4일/5일 #노쇼핑/호핑&데이투어/스톤마사지,"신규 오픈 헤난 타왈라 리조트 투숙, 노쇼핑, 호핑투어, 보홀 데이투어, 스톤마사지, 특식3회",에어부산 외 3개,/images/air_logo/air_BX01.gif,매일 출발,여행기간 4일 부터,"689,000",APP4771,APP4771-250304LJ,https://www.verygoodtour.com/Product/PackageList?menuCode=101150603
APP4225,패키지 > 서울/인천출발 > 동남아,[5성 비 그랜드 리조트] 보홀 4/5일 #자유시간/전신마사지,"5성 비 그랜드 리조트 투숙, 다양한 부대시설 보유(전용비치, 야외 수영장 등), 전신마사지, 자유시간, 특식 2회",에어부산 외 3개,/images/air_logo/air_BX01.gif,매일 출발,여행기간 4일 부터,"479,000",APP4225,APP4225-250304RS,https://www.verygoodtour.com/Product/PackageList?menuCode=101150603
APP4490,패키지 > 서울/인천출발 > 동남아,[22년 신규오픈_솔레아 리조트] 보홀 4/5일 자유시간/전신마사지,"솔레아리조트투숙, 자유시간, 전신마사지1시간, 특식2회",에어부산 외 3개,/images/air_logo/air_BX01.gif,매일 출발,여행기간 4일 부터,"439,000",APP4490,APP4490-2503177C5,https://www.verygoodtour.com/Product/PackageList?menuCode=101150603
APP4568,패키지 > 서울/인천출발 > 동남아,[신규오픈_라메디 리조트] 보홀 4/5일 #자유시간#슬림패키지,"2023년 신규오픈 라메디리조트 투숙, 알로나비치투어, 시내관광, 자유일정포함",제주항공 외 3개,/images/air_logo/air_7C01.gif,매일 출발,여행기간 4일 부터,"319,000",APP4568,APP4568-250304LJ,https://www.verygoodtour.com/Product/PackageList?menuCode=101150603
APP4663,패키지 > 서울/인천출발 > 동남아,[노옵션/노쇼핑/레이트체크아웃] [보홀쇼어VS돌핀베이_$140상당 포함] 보홀 5일 #발리카삭&나팔링 호핑투어,"4성 인기리조트 [보홀쇼어 리조트 VS 돌핀베이 리조트] 택1, 레이트체크아웃포함, 호핑투어포함",에어부산 외 3개,/images/air_logo/air_BX01.gif,매일 출발,여행기간 5일,"499,000",APP4663,APP4663-2503177C5,https://www.verygoodtour.com/Product/PackageList?menuCode=101150603
APP4920,패키지 > 서울/인천출발 > 동남아,[5성 헤난 코스트 VS 4성 돌핀베이_$120상당 옵션포함] 보홀 5일 발리카삭 호핑+거북이왓칭 #스톤마사지UP,"[5성 헤난 프리미어코스트 리조트 VS 돌핀베이 리조트 선택가능] 보홀 자유시간 포함, 특식2회 제공",에어부산 외 3개,/images/air_logo/air_BX01.gif,매일 출발,여행기간 4일 부터,"449,000",APP4920,APP4920-250304RS,https://www.verygoodtour.com/Product/PackageList?menuCode=101150603
APG8800,골프 > 서울/인천출발 > 동남아,[썬밸리 / 미모사 / 코리아 C.C] 클락 5일_54홀,"특급 5성급 위더스 카지노 호텔, 노옵션/노쇼핑, 주말 라운딩 추가 비용, 미팅/샌딩 비용포함",진에어 외 1개,/images/air_logo/air_LJ01.gif,매일 출발,여행기간 5일,"839,000",APG8800,APG8800-250308LJ,https://www.verygoodtour.com/Product/PackageList?menuCode=101150604
APP8801,패키지 > 서울/인천출발 > 동남아,[노팁/노옵션/노쇼핑] 클락 5일_아일랜드 호핑투어/푸닝온천/특식4회/전신마사지 2시간,"특급 5성급 위더스 카지노 호텔, 노팁/노옵션/노쇼핑,",진에어 외 1개,/images/air_logo/air_LJ01.gif,매일 출발,여행기간 5일,"1,099,000",APP8801,APP8801-2503027C,https://www.verygoodtour.com/Product/PackageList?menuCode=101150604
APF8802,자유여행 > 서울/인천출발 > 동남아,[완벽한 자연 그 자체] [마닐라 1박+ 엘니도 2박] 5일 #전일자유일정/왕복픽업포함/노쇼핑노옵션,'마닐라' 1박 + 유네스코가 지정한 청정지역 '엘니도' 2박,제주항공,/images/air_logo/air_7C01.gif,매일 출발,여행기간 5일,"1,049,000",APF8802,APF8802-2503027C,https://www.verygoodtour.com/Product/PackageList?menuCode=101150605
APF8803,자유여행 > 서울/인천출발 > 동남아,[완벽한 자연 그 자체] [엘니도 3박] 5일 #전일자유일정/왕복픽업포함/노쇼핑노옵션,유네스코가 지정한 청정지역 '엘니도' 3박 투숙,필리핀항공,/images/air_logo/air_PR01.gif,매일 출발,여행기간 5일,"1,229,000",APF8803,APF8803-250318PR,https://www.verygoodtour.com/Product/PackageList?menuCode=101150605
APP399,자유여행 > 서울/인천출발 > 동남아,[사보이 or 마이더스] 마닐라 자유여행 5일 #전일정 조식포함 #왕복픽업포함,[공항<->호텔 픽업] 왕복항공권 + 호텔 + 자유일정,필리핀항공 외 1개,/images/air_logo/air_PR01.gif,매일 출발,여행기간 4일 부터,"519,000",APP399,APP399-2503027C,https://www.verygoodtour.com/Product/PackageList?menuCode=101150605
APP7902,패키지 > 서울/인천출발 > 동남아,[노쇼핑/노옵션] 마닐라 4/5일 #팍상한폭포 #마킬링온천or바탕가스 호핑투어,"세계 7대 절경 중 하나인 팍상한폭포, 오카다호텔 나이트투어까지 즐길거리가 가득한 여행",아시아나항공 외 2개,/images/air_logo/air_OZ01.gif,매일 출발,여행기간 4일 부터,"769,000",APP7902,APP7902-2503037C,https://www.verygoodtour.com/Product/PackageList?menuCode=101150605
APP899,자유여행 > 서울/인천출발 > 동남아,[특급호텔] 마닐라 자유여행 5일 #전일정 조식포함 #왕복픽업포함,[마닐라 자유여행] 왕복항공권 + 호텔 + 자유일정,필리핀항공 외 1개,/images/air_logo/air_PR01.gif,매일 출발,여행기간 4일 부터,"559,000",APP899,APP899-2503027C,https://www.verygoodtour.com/Product/PackageList?menuCode=101150605
JPP6644,패키지 > 서울/인천출발 > 일본,"[히노데 시내 온천 호텔] 오사카/교토/고베 롯코산 3일_[팁포함/무제한야식라멘+생맥주,하이볼,사케]",시내중심가에 위차한 최적의 호텔 2박/ 추가요금 없는 상품/ 마르블랑슈 제공/ 참좋은여행이라 가능한 상품,티웨이항공,/images/air_logo/air_TW01.gif,매일 출발,여행기간 3일,"699,000",JPP6644,JPP6644-250311TW2,https://www.verygoodtour.com/Product/PackageList?menuCode=101160501
JPP510,패키지 > 서울/인천출발 > 일본,"시그니처_[오사카에서 쇼핑하고, 규슈에서 온천하고] 오사카/규슈 4일_팁포함",[교토/후쿠오카/유후인/아소/구마모토] 오사카1박 + 대형페리 1박 + 규슈온천 1박 + ALL포함,티웨이항공,/images/air_logo/air_TW01.gif,매일 출발,여행기간 4일,"799,000",JPP510,JPP510-250422TW,https://www.verygoodtour.com/Product/PackageList?menuCode=101160501
JPP6690,패키지 > 서울/인천출발 > 일본,"[히노데 시내 호텔 3 연박] 오사카 4일_[매일 밤, 온천+주류 무제한/팁포함]_유니버셜스튜디오선택가능","오사카,교토,고베,나라,유니버셜스튜디오/ 6만원 혜택 포함 / 교토 명물 야츠하시슈 제공",진에어 외 1개,/images/air_logo/air_LJ01.gif,매일 출발,여행기간 4일,"849,000",JPP6690,JPP6690-250317RS,https://www.verygoodtour.com/Product/PackageList?menuCode=101160501
JPP6620,패키지 > 서울/인천출발 > 일본,[사라사 시내 호텔] 오사카/교토/나라 3일 [팁포함/유니버셜 스튜디오 선택 가능],오사카 시내 2박/ 교토관광 OR 유니버셜 선택가능 / 추가요금 없는 상품,티웨이항공,/images/air_logo/air_TW01.gif,매일 출발,여행기간 3일,"699,000",JPP6620,JPP6620-250312TW1,https://www.verygoodtour.com/Product/PackageList?menuCode=101160501
JPP4066,패키지 > 서울/인천출발 > 일본,[호텔업그레이드] 동경/하코네 4일(1일자유),동경 4성급 시내호텔 2연박/ 하루는 자유롭게 1일자유/ DIY가능한 동경여행,아시아나항공,/images/air_logo/air_OZ01.gif,매일 출발,여행기간 4일,"1,199,000",JPP4066,JPP4066-250304OZ,https://www.verygoodtour.com/Product/PackageList?menuCode=101160501
JPP423,패키지 > 서울/인천출발 > 일본,[도쿄에서 4일을 머뭅니다] 동경/오다이바 4일_[1일자유/디즈니/하코네 선택형],여유 있는 항공시간 / 시내호텔  정트윈룸 3연박 / 하루는 내가 원하는대로 / 팁 4천엔 포함,티웨이항공,/images/air_logo/air_TW01.gif,매일 출발,여행기간 4일,"749,000",JPP423,JPP423-250511TW,https://www.verygoodtour.com/Product/PackageList?menuCode=101160501
JPP4881,패키지 > 서울/인천출발 > 일본,"[레오마노모리 특급 온천 호텔] 고즈넉한 에도, 구라시키미관지구/다카마쓰/나오시마 소도시 여행 4일","다카마쓰 베스트상품/전통이 깊어 더 아름다운 소도시에서 느끼는 일본의 옛 정취, 예술, 미식, 온천",에어서울,/images/air_logo/air_RS01.gif,매일 출발,여행기간 4일,"849,000",JPP4881,JPP4881-250603F,https://www.verygoodtour.com/Product/PackageList?menuCode=101160502
JPP4882,패키지 > 서울/인천출발 > 일본,"[아오아오나루토 특급 온천 호텔] 처음 만나는 도시, 도쿠시마/나루토해협/나오시마 3,4일",세계 최초 도판 명화 오츠카 미술관(입장료 포함)/본 고장에서의 사누키 우동정식,이스타항공,/images/air_logo/air_ZE01.gif,"화, 목, 토 출발",여행기간 3일 부터,"799,000",JPP4882,JPP4882-250306ZE,https://www.verygoodtour.com/Product/PackageList?menuCode=101160502
JPP630,패키지 > 서울/인천출발 > 일본,[온천 소믈리에와 함께하는 벳푸 온천] 프리미엄 규슈 3일_[바다전망 온천/맥주 무제한/팁포함],특급 힐튼/ 벳푸 온천/ 럭셔리 뷔페+생맥주 90분 무제한/ 1인 5만원 상당의 혜택 (팁포함/자유식+간식비 천엔씩 제공),티웨이항공,/images/air_logo/air_TW01.gif,매일 출발,여행기간 3일,"599,000",JPP630,JPP630-250304TW,https://www.verygoodtour.com/Product/PackageList?menuCode=101160502
JPP646,패키지 > 서울/인천출발 > 일본,"[다다미향 가득, 온야도노노 벳푸 온천] 여유있는 규슈 4일_[프라이빗 가족탕/팁포함]",새로생긴 온야도노노 료칸식 온천 호텔 1박 (야식/노천 온천/가족탕)/ 시내 호텔 2연박/ 특식(장어덮밥/도반야키/미즈타키)/ 명물간식 3종/ 팁포함,티웨이항공,/images/air_logo/air_TW01.gif,매일 출발,여행기간 4일,"749,000",JPP646,JPP646-250305TW2,https://www.verygoodtour.com/Product/PackageList?menuCode=101160502
JPP647,패키지 > 서울/인천출발 > 일본,[벳푸 아마넥 유라리 온천 호텔] 규슈 3일_[팁포함/ 루프탑 온수풀],"벳푸 유명 온천 호텔에서 1박, 팁까지 전부 포함으로 겨울 가족 여행 추천 상품",진에어 외 2개,/images/air_logo/air_LJ01.gif,매일 출발,여행기간 3일,"549,000",JPP647,JPP647-250311TW,https://www.verygoodtour.com/Product/PackageList?menuCode=101160502
JPP016,패키지 > 서울/인천출발 > 일본,[조금 비쌉니다] 프리미엄 북해도 4일 (도카치가와/오비히로/ 팁포함/털게+게뷔페/아시아나항공),일본 유일 모르온천/ 고급 온천 소운각 호텔/ 명물특식/ 바움쿠헨증정/ 팁포함,아시아나항공,/images/air_logo/air_OZ01.gif,매일 출발,여행기간 4일,"1,099,000",JPP016,JPP016-250323OZ,https://www.verygoodtour.com/Product/PackageList?menuCode=101160503
JPP019,패키지 > 서울/인천출발 > 일본,"[최단 코스, 최적의 일정] 비에이/조잔케이/아사히카와_ 북해도 온천 4일_게뷔페+주류 무제한/ 팁포함",~2/28 출발확정/ 스파 호텔 1박/ 조잔케이 온천 1박/ 삿포로 시내 1박/ 게요리+주류 무제한/ 팁포함/ 지역명주 및 화과자 제공,티웨이항공,/images/air_logo/air_TW01.gif,매일 출발,여행기간 4일,"799,000",JPP019,JPP019-250330TW,https://www.verygoodtour.com/Product/PackageList?menuCode=101160503
JPP0808,패키지 > 서울/인천출발 > 일본,[고급게뷔페/눈 내리는 노천온천] 북해도 프리미엄 4일_유명 온천 2박/팁포함,"소운쿄 1박, 조잔케이 1박, 삿포로 1박/ 마유크림, 온센만쥬 화과자, 삿포로 클래식 생맥주 증정",진에어 외 1개,/images/air_logo/air_LJ01.gif,매일 출발,여행기간 4일,"999,000",JPP0808,JPP0808-250323,https://www.verygoodtour.com/Product/PackageList?menuCode=101160503
JPP450,패키지 > 서울/인천출발 > 일본,[여기가 진짜 일본입니다.] 나고야/오쿠히다/다카야마 온천 3일,"시간이 멈춘듯한 아름다운 경관/오쿠히다 1박(가이세키 업그레이드)+시내 월드체인 4성급 1박/노팁,노쇼핑,노옵션",대한항공,/images/air_logo/air_KE01.gif,매일 출발,여행기간 3일,"1,149,000",JPP450,JPP450-250406,https://www.verygoodtour.com/Product/PackageList?menuCode=101160503
JPP6640,패키지 > 서울/인천출발 > 일본,[우메다 시내 3연박] 오사카/교토/고베+온천 4일_[팁포함/유니버셜스튜디오 선택 가능],돈키호테/ 헵파이브 도보 5분! 우메다 시내호텔 3연박/ 온천포함 / 불포함사항없음,이스타항공,/images/air_logo/air_ZE01.gif,매일 출발,여행기간 4일,"699,000",JPP6640,JPP6640-250415ZE,https://www.verygoodtour.com/Product/PackageList?menuCode=101160101
JPP6677,패키지 > 서울/인천출발 > 일본,[난바 시내 3연박] 오사카/교토/고베 4일_[팁포함/유니버셜 스튜디오 선택 가능],2박3일 요금으로 3박4일을/ 팁 4천엔 포함/ 자유식비 3천엔 제공/ 난바 시내 3연박,이스타항공,/images/air_logo/air_ZE01.gif,매일 출발,여행기간 4일,"799,000",JPP6677,JPP6677-250310ZE,https://www.verygoodtour.com/Product/PackageList?menuCode=101160101
JPP6610,패키지 > 서울/인천출발 > 일본,"[고즈넉한 중정, 간사이 파인빌라] 교토/고베/나라/오사카 4일 [유니버셜 스튜디오 선택 가능]","꽉찬일정, 우메다 시내 2박, 중정이 아름다운 간사이 파인 빌라 1박",이스타항공,/images/air_logo/air_ZE01.gif,매일 출발,여행기간 4일,"649,000",JPP6610,JPP6610-250318ZE2,https://www.verygoodtour.com/Product/PackageList?menuCode=101160101
JPP6630,패키지 > 서울/인천출발 > 일본,[고즈넉한 나라 료칸식 전통 온천 1박] 오사카/교토/나라 3일,풍경 좋은 나라 온천 호텔 1박 / 우메다 시내 1박,티웨이항공,/images/air_logo/air_TW01.gif,매일 출발,여행기간 3일,"649,000",JPP6630,JPP6630-250319TW,https://www.verygoodtour.com/Product/PackageList?menuCode=101160101
JPP6680,패키지 > 서울/인천출발 > 일본,[김포출발/아시아나항공] 오사카 핵심 일주 4일 [유니버셜 스튜디오 선택 가능],간사이 파인빌라 1박/ 우메다 시내 2박/ 아시아나 김포 출발로 편안하게,아시아나항공,/images/air_logo/air_OZ01.gif,매일 출발,여행기간 4일,"1,049,000",JPP6680,JPP6680-250326OZ,https://www.verygoodtour.com/Product/PackageList?menuCode=101160101
JPP6622,패키지 > 서울/인천출발 > 일본,[나카사키쵸 카페거리/산젠인] 색다르게 떠나는 오사카/교토/고베 4일,오사카 우메다 시내 3연박 / 아시아나 항공으로 더 편안하게,아시아나항공,/images/air_logo/air_OZ01.gif,매일 출발,여행기간 4일,"1,049,000",JPP6622,JPP6622-250323OZ,https://www.verygoodtour.com/Product/PackageList?menuCode=101160101
JPP4055,패키지 > 서울/인천출발 > 일본,[한걸음 더] 동경/하코네 온천 4일,온천호텔1박 + 시내호텔2박/ 아시아나항공으로 편안한 전통있는 일정,아시아나항공 외 1개,/images/air_logo/air_OZ01.gif,매일 출발,여행기간 4일,"1,199,000",JPP4055,JPP4055-250305OZ,https://www.verygoodtour.com/Product/PackageList?menuCode=101160102
JPP404,패키지 > 서울/인천출발 > 일본,[한적한소도시/호텔업그레이드] 동경/시즈오카 4일(1일자유),후지산을 품은 시즈오카+동경여행/ 동경 4성급 호텔 2연박/ 1일자유일정으로 자유롭게,제주항공,/images/air_logo/air_7C01.gif,매일 출발,여행기간 4일,"999,000",JPP404,JPP404-2504207C,https://www.verygoodtour.com/Product/PackageList?menuCode=101160102
JPP477,패키지 > 서울/인천출발 > 일본,"[압도적인 도쿄, 트렌디한 레트로] 동경/요코하마 4일 [팁포함/시내숙박/디즈니랜드 변경가능]","팁 4천엔 포함 / 자유식비 2천엔 제공 / 나리타 1박, 동경 시내 2연박 / 따로 또 같이, 디즈니랜드 선택 가능",티웨이항공,/images/air_logo/air_TW01.gif,매일 출발,여행기간 4일,"1,049,000",JPP477,JPP477-250407TW,https://www.verygoodtour.com/Product/PackageList?menuCode=101160102
JPP088,패키지 > 서울/인천출발 > 일본,[딸이 만든 우리 엄마 온천여행] 북해도 4일_노보리베츠온천+게뷔페+주류무제한+팁포함,유황 온천 노보리베츠 숙박/ 비에이 투어 포함 / 게뷔페+샤브샤브+주류 무제한/ 1인 5만원 상당의 혜택/~2/28 출발확정(일부 상품 제외),티웨이항공,/images/air_logo/air_TW01.gif,매일 출발,여행기간 4일,"899,000",JPP088,JPP088-250401TW2,https://www.verygoodtour.com/Product/PackageList?menuCode=101160302
JPP018,패키지 > 서울/인천출발 > 일본,[전 객실 호수뷰/도야 썬팔레스 호텔] 북해도 4일_비에이/게뷔페/주류 무제한/팁포함,도야호수 뷰 온천 호텔/ 삿포로 스스키노 시내 호텔 / 게뷔페+샤브샤브+주류 무제한/ 팁포함/ 마유 3종 기프트 세트,이스타항공 외 1개,/images/air_logo/air_ZE01.gif,매일 출발,여행기간 4일,"949,000",JPP018,JPP018-250310ZE,https://www.verygoodtour.com/Product/PackageList?menuCode=101160302
JPP020,패키지 > 서울/인천출발 > 일본,[전 객실 호수뷰/오후출발] 북해도 4일_비에이/게뷔페/팁포함,도야 온천 호텔 전실 레이크뷰  / 삿포로 스스키노 시내 호텔 / 게뷔페+샤브샤브/ 팁포함/ 마유 3종 기프트 세트,이스타항공,/images/air_logo/air_ZE01.gif,매일 출발,여행기간 4일,"899,000",JPP020,JPP020-250331ZE,https://www.verygoodtour.com/Product/PackageList?menuCode=101160302
JPP0116,패키지 > 서울/인천출발 > 일본,[휴가/연휴 시즌 모음] 북해도 4일,타사대비 자신있는 북해도 상품만 모았습니다,아시아나항공 외 2개,/images/air_logo/air_OZ01.gif,매일 출발,여행기간 4일,"1,149,000",JPP0116,JPP0116-250227TW2,https://www.verygoodtour.com/Product/PackageList?menuCode=101160302
JPP0166,패키지 > 서울/인천출발 > 일본,[좋은 상품은 세일하지 않습니다] 프리미엄 북해도/아사히카와 5일_아시아나항공/모르온천/팁포함/게뷔페,"일부날짜 한정! / 아사히카와 공항 직항으로 가깝고, 간편하게/ 일본 유일 모르온천/ 고급 온천 소운각 호텔/ 팁포함/ 게뷔체+ 주류 및 음료 무제한",아시아나항공,/images/air_logo/air_OZ01.gif,"일, 화 출발",여행기간 5일,"1,299,000",JPP0166,JPP0166-250318AKJ,https://www.verygoodtour.com/Product/PackageList?menuCode=101160302
JPP0909,패키지 > 서울/인천출발 > 일본,[대한항공/특급호텔] 프리미엄 북해도 4일_[팁포함/3대게뷔페],특급 온천호텔 2박 /접근성 좋은 특급 시내호텔 1박 /3대 게뷔페/ 팁포함 /마유크림+사케 제공,대한항공,/images/air_logo/air_KE01.gif,매일 출발,여행기간 4일,"1,849,000",JPP0909,JPP0909-250303KE,https://www.verygoodtour.com/Product/PackageList?menuCode=101160302
JPP649,패키지 > 서울/인천출발 > 일본,[온천 소믈리에와 함께하는 벳푸 온천] 여유로운 규슈 4일_[바다전망 온천/맥주 무제한/팁포함],"수질 다른 온천 2박 (벳푸, 아마쿠사)/ 특급 호텔 1박 / 럭셔리 뷔페+생맥주 90분 무제한 / 기사,가이드 팁 4천엔 포함 / 자유식 비용 1천엔 제공",아시아나항공,/images/air_logo/air_OZ01.gif,매일 출발,여행기간 4일,"1,049,000",JPP649,JPP649-250511OZ,https://www.verygoodtour.com/Product/PackageList?menuCode=101160402
JPP603,패키지 > 서울/인천출발 > 일본,"[수질 다른 온천 3박] 규슈, 여유로운 소도시 4일_[아마쿠사/나가사키/구마모토]",3박 4일 전 일정 온천 가능 ! / 소도시 온천 호텔 3박 / 구마모토 공항 인아웃,티웨이항공,/images/air_logo/air_TW01.gif,매일 출발,여행기간 4일,"749,000",JPP603,JPP603-250303TW,https://www.verygoodtour.com/Product/PackageList?menuCode=101160402
JPP654,패키지 > 서울/인천출발 > 일본,[우레시노 미인온천] 소도시 사가/규슈 3일/4일,"운치있는 소도시 관광/ 풍경 좋은 노천 온천/  우메가에모찌 제공 / 일,월,화 2박3일/ 금,일 3박4일",티웨이항공,/images/air_logo/air_TW01.gif,"일, 월, 수, 금 출발",여행기간 3일 부터,"749,000",JPP654,JPP654-250305TW3,https://www.verygoodtour.com/Product/PackageList?menuCode=101160402
JPP640,패키지 > 서울/인천출발 > 일본,"[1,300년 역사, 아마가세 우키하 료칸] 규슈 4일_[가이세키식/1일 자유]",고즈넉한 료칸 1박/ 접근성 좋은 후쿠오카 시내호텔 2연박 / 1일 자유시간 보장 / 특식 2회 / 명물간식 제공,이스타항공,/images/air_logo/air_ZE01.gif,매일 출발,여행기간 4일,"749,000",JPP640,JPP640-250310,https://www.verygoodtour.com/Product/PackageList?menuCode=101160402
JPP689,패키지 > 서울/인천출발 > 일본,[고즈넉한 전통료칸+가이세키] 후쿠오카/유후인/기타큐슈/히타 4일_[노팁/노옵션+소도시],전통료칸숙박+가이세키석식+유카타체험 / 소도시 히타 자유시간 / 19세기의 감성 모지코레트로,이스타항공,/images/air_logo/air_ZE01.gif,매일 출발,여행기간 4일,"899,000",JPP689,JPP689-250423,https://www.verygoodtour.com/Product/PackageList?menuCode=101160402
JPP6666,패키지 > 서울/인천출발 > 일본,"[연휴 출발 모음] 큐슈 3일,4일",타사대비 자신있는 규슈 상품만 모았습니다,티웨이항공 외 2개,/images/air_logo/air_TW01.gif,"일, 금, 토 출발",여행기간 3일 부터,"1,049,000",JPP6666,JPP6666-250228LJ,https://www.verygoodtour.com/Product/PackageList?menuCode=101160402
JPP712,패키지 > 서울/인천출발 > 일본,[프린스 기노완 오션뷰 룸/인피니티 온수풀] 오키나와 3일_[팁포함],"전 객실 에메랄드 비치 오션뷰/특급호텔 야외 인피니티풀+온수풀/현지 명물,아와모리 사케  룸당 1병 제공",이스타항공,/images/air_logo/air_ZE01.gif,매일 출발,여행기간 3일,"699,000",JPP712,JPP712-250414,https://www.verygoodtour.com/Product/PackageList?menuCode=101160201
JPP7000,패키지 > 서울/인천출발 > 일본,[더 비치 호텔/에메랄드 비치 앞 특급 호텔] 오키나와 3일_[온천풀/스테이크/팁포함],2시간이면 가는 리조트형 특급호텔/ 4계절 가능한 천연 노천 온천+온천풀 /호텔 테라스 조식 뷔페 (스테이크/맥주무제한),티웨이항공,/images/air_logo/air_TW01.gif,매일 출발,여행기간 3일,"749,000",JPP7000,JPP7000-250309TW,https://www.verygoodtour.com/Product/PackageList?menuCode=101160201
JPP7005,패키지 > 서울/인천출발 > 일본,[유인치/산스이 온천 호텔 2박] 대한항공 타고 오키나와 3일_[팁포함],바다를 보며 해수온천이 가능한 특급호텔/프리미엄 대한항공/노팁+노옵션+전일 식사제공/자유식 천엔까지 제공,대한항공,/images/air_logo/air_KE01.gif,매일 출발,여행기간 3일,"849,000",JPP7005,JPP7005-250310KE,https://www.verygoodtour.com/Product/PackageList?menuCode=101160201
JPP7016,패키지 > 서울/인천출발 > 일본,[프린스 기노완 오션뷰 룸] 아시아나 타고 오키나와 3일_[팁포함],아시아나항공/22년 오픈 특급 프린스 기노완 '단독 수배'/전 객실 에메랄드 오션뷰/인피니티 풀+실내수영장+대욕장 무료 이용,아시아나항공,/images/air_logo/air_OZ01.gif,매일 출발,여행기간 3일,"949,000",JPP7016,JPP7016-250305OZ,https://www.verygoodtour.com/Product/PackageList?menuCode=101160201
JPP713,패키지 > 서울/인천출발 > 일본,"[에메랄드 빛 비치, 환상의 섬] 이시가키 3일_[아트 호텔/팁포함]","일본 최남단,환상의 섬 '이시가키' 전일관광 / 전 일정 야외 풀장+대욕장 이용 가능 / 최남단 국립공원 이리오모테섬 등 인기관광지 포함",진에어,/images/air_logo/air_LJ01.gif,"일, 월, 화, 목, 금 출발",여행기간 3일,"1,049,000",JPP713,JPP713-250407,https://www.verygoodtour.com/Product/PackageList?menuCode=101160201
JPP710,패키지 > 서울/인천출발 > 일본,"[하루 더 여유롭게, 1일 자유보장] 프리미엄 오키나와 4일 (특급호텔 오션뷰/인피니티풀)",여유있는 항공 스케줄/ 프린스 호텔 오션뷰 기노완+접근성 좋은 시내호텔/ 특급호텔에서의 인피니티풀 자유시간,이스타항공,/images/air_logo/air_ZE01.gif,매일 출발,여행기간 4일,"899,000",JPP710,JPP710-250309,https://www.verygoodtour.com/Product/PackageList?menuCode=101160202
JPP711,패키지 > 서울/인천출발 > 일본,[특급호텔 오션뷰/인피니티 풀] 프리미엄 오키나와 4일_(프린스 오션뷰 기노완 2연박/팁포함),노팁+노옵션/특급 리조트 2박+프린스 오션뷰 기노완 인피니티풀&실내풀 ALL포함/인기 관광지 전부 포함,이스타항공,/images/air_logo/air_ZE01.gif,매일 출발,여행기간 4일,"1,099,000",JPP711,JPP711-250304,https://www.verygoodtour.com/Product/PackageList?menuCode=101160202
JPP4880,패키지 > 서울/인천출발 > 일본,"[레오마노모리 특급 온천 호텔] 아스카노유 온천, 마쓰야마/다카마쓰/쇼도시마 4일",다카마쓰 최다 판매 여행사/ 5만원의 혜택 포함/ 예술과 낭만의 섬/ 사누키 우동/ 리쓰린공원,진에어,/images/air_logo/air_LJ01.gif,매일 출발,여행기간 4일,"1,247,000",JPP4880,JPP4880-250302,https://www.verygoodtour.com/Product/PackageList?menuCode=101160701
